name,product_title,price,product_url,image_url,image_file
bottle_opener,OXO SteeL Stainless Steel Bottle and Can Opener,12.49,https://www.amazon.com/OXO-SteeL-Stainless-Bottle-Opener/dp/B0001YH1A2,https://m.media-amazon.com/images/I/51pZTfPiyTL._AC_SL1500_.jpg,images/bottle_opener.jpg
wine_stopper,Vacu Vin Stainless Steel Wine Saver with 6 Vacuum Stoppers,NA,https://www.amazon.com/Vacu-Vin-Stainless-Stopper-Stoppers/dp/B08B5JR118,NA,NA
ice_cube_tray,"DOQAUS Ice Cube Tray with Lids, 4 Pack Stackable Silicone",13.00,https://www.amazon.com/DOQAUS-Ice-Cube-Tray-Lids/dp/B088CR8NMD,https://m.media-amazon.com/images/I/61g3HjKrX9L._AC_SL1500_.jpg,images/ice_cube_tray.jpg
muffin_tin,"Farberware Nonstick 12-Cup Muffin Pan, Gray",16.99,https://www.amazon.com/Farberware-Nonstick-Bakeware-12-Cup-Muffin/dp/B00008W70J,https://m.media-amazon.com/images/I/719qa8+8DbL._AC_SL1500_.jpg,images/muffin_tin.jpg
loaf_pan,"Amazon Basics Nonstick Bread Loaf Pan, 9.5x5 in, Set of 2",19.72,https://www.amazon.com/AmazonBasics-Nonstick-Carbon-Steel-Bread/dp/B073P52PPR,https://m.media-amazon.com/images/I/81syrUvsd3L._AC_SL1500_.jpg,images/loaf_pan.jpg
pie_dish,"MORA Ceramic Pie Pan, 9 inch Deep Fluted, Vanilla White",NA,https://www.amazon.com/Mora-Ceramic-Pie-Pan-Baking/dp/B094WYSWV5,https://m.media-amazon.com/images/I/61nupUZn+GL._AC_SL1500_.jpg,images/pie_dish.jpg
ramekin,"LE TAUCI Ramekins 4 OZ Oven Safe, Set of 6, White",17.99,https://www.amazon.com/TAUCI-Ramekins-Dipping-Sauces-Pudding/dp/B07Z4R7CJZ,https://m.media-amazon.com/images/I/51YvPdxHMJL._AC_SL1500_.jpg,images/ramekin.jpg
casserole_dish,"Lareina Large Ceramic Casserole Dish with Lid, 4.0 Quart, Red",39.99,https://www.amazon.com/Lareina-Ceramic-Casserole-Rectangular-Stoneware/dp/B097RBK95L,https://m.media-amazon.com/images/I/517JY1X15HL._AC_SL1500_.jpg,images/casserole_dish.jpg
saucepan,"Amazon Basics Stainless Steel Sauce Pan with Lid, 3-Quart",24.30,https://www.amazon.com/AmazonBasics-Stainless-Steel-Sauce-3-Quart/dp/B07Y3L59BD,https://m.media-amazon.com/images/I/411Z-Ts4G0L._AC_SL1000_.jpg,images/saucepan.jpg
frying_pan,Tramontina Professional 10-Inch Nonstick Frying Pan,24.95,https://www.amazon.com/Tramontina-80114-535DS-Professional-Restaurant/dp/B009HBKQ16,https://m.media-amazon.com/images/I/61m-sEXaSqL._AC_SL1500_.jpg,images/frying_pan.jpg
wok,"Helen's Asian Kitchen Carbon Steel Wok, 12-inch",31.95,https://www.amazon.com/Helen-Asian-Kitchen-Carbon-12-inch/dp/B00428M7K2,https://m.media-amazon.com/images/I/41iJR9HoccL._AC_SL1200_.jpg,images/wok.jpg
salad_spinner,"OXO Good Grips Salad Spinner, 6.22 Quart",34.99,https://www.amazon.com/OXO-Good-Grips-Salad-Spinner/dp/B00004OCKR,https://m.media-amazon.com/images/I/818Y0pTgRrL._AC_SL1500_.jpg,images/salad_spinner.jpg
salad_bowl,"AIDEA Acacia Wood Salad Bowl Set, 12.5"" with Utensils",45.99,https://www.amazon.com/Acacia-Wooden-Salad-Bowl-Set/dp/B076HN9Z8Z,https://m.media-amazon.com/images/I/71eJ5iKYS2L._AC_SL1500_.jpg,images/salad_bowl.jpg
cake_stand,"Anchor Hocking Glass 11.25"" Cake Dome / Stand",NA,https://www.amazon.com/Anchor-Hocking-340Q-Glass-11-25/dp/B01IIGO6Q6,https://m.media-amazon.com/images/I/51kWndRiJHL._AC_SL1500_.jpg,images/cake_stand.jpg
bread_basket,"Eccliy 6 Pack Wicker Bread Baskets, 15.8 Inch Woven",NA,https://www.amazon.com/Imitation-Baskets-Tabletop-Vegetables-Restaurant/dp/B0BGXDFC1L,https://m.media-amazon.com/images/I/91tgRiOJChL._AC_SL1500_.jpg,images/bread_basket.jpg
coffee_canister,"Veken Coffee Canister, 39OZ Airtight Stainless Steel",NA,https://www.amazon.com/Veken-Canister-Stainless-Container-Accessories/dp/B0DZ2MMFMJ,https://m.media-amazon.com/images/I/61Qusqz1P9L._AC_SL1500_.jpg,images/coffee_canister.jpg
flour_canister,Vtopmart 4 PCS Airtight Food Storage Canisters for Flour/Sugar,NA,https://www.amazon.com/Containers-Vtopmart-Airtight-Supplies-Measuring/dp/B087G4T7VN,https://m.media-amazon.com/images/I/812CS5xOLoL._AC_SL1500_.jpg,images/flour_canister.jpg
